snapshot_time,market_id,question,slug,category,endDate,volume24hr,volume_total,liquidity,outcomes,outcomePrices
2026-01-06T19:50:19.593831+00:00,47,Which party will win Florida in the 2020 presidential election?,which-party-will-win-florida-in-the-2020-presidential-election,US-current-affairs,2020-11-20T00:00:00Z,0.0,243053.25,0.0,"[""Dems"", ""Reps""]","[""0"", ""0""]"
2026-01-06T19:50:19.593831+00:00,48,How many confirmed Coronavirus cases will there be at EOY in the USA?,how-many-confirmed-coronavirus-cases-will-there-be-at-eoy-in-the-usa,Coronavirus,2021-01-02T00:00:00Z,0.0,72112.48,1.94,"[""Long"", ""Short""]","[""0.9999688709703679916078209460980032"", ""0.00003112902963200839217905390199679565""]"
2026-01-06T19:50:19.593831+00:00,56,Who will win the 2020 MLB World Series?,who-will-win-the-2020-mlb-world-series-1,Pop-Culture ,2020-10-29T00:00:00Z,0.0,107601.59,0.0,"[""Rays"", ""Dodgers""]","[""0"", ""0""]"
2026-01-06T19:50:19.593831+00:00,57,Will Dharma’s Phase 1 Retroactive UNI Distribution proposal pass?,will-dharma-s-phase-1-retroactive-uni-distribution-proposal-pass,Crypto,2020-10-31T00:00:00Z,0.0,35661.94,0.0,"[""Yes"", ""No""]","[""0"", ""0""]"
2026-01-06T19:50:19.593831+00:00,59,Will there be a federal charge filed against Hunter Biden before 2021?,will-there-be-a-federal-charge-filed-against-hunter-biden-before-2021,US-current-affairs,2021-01-02T00:00:00Z,0.0,127476.15,0.13,"[""Yes"", ""No""]","[""0.0000002365760136311761420505896616707271"", ""0.9999997634239863688238579494103383""]"
2026-01-06T19:50:19.593831+00:00,63,Will BTC break $15k before 2021?,will-btc-break-15k-before-2021-1,Crypto,2021-01-01T00:00:00Z,0.0,224706.49,0.0,"[""Yes"", ""No""]","[""0"", ""0""]"
2026-01-06T19:50:19.593831+00:00,64,Will Khabib win his UFC 254 Fight?,will-khabib-win-his-ufc-254-fight,Pop-Culture ,2020-10-25T00:00:00Z,0.0,17497.12,0.0,"[""Yes"", ""No""]","[""0"", ""0""]"
2026-01-06T19:50:19.593831+00:00,65,Will 538 outperform The Economist in forecasting the 2020 Presidential Election?,will-538-outperform-the-economist-in-forecasting-the-2020-presidential-election,US-current-affairs,2020-11-20T00:00:00Z,0.0,81312.46,0.0,"[""Yes"", ""No""]","[""0"", ""0""]"
2026-01-06T19:50:19.593831+00:00,66,Who will win the 2020 League of Legends World Championship?,who-will-win-the-2020-league-of-legends-world-championship,Pop-Culture ,2021-11-01T00:00:00Z,0.0,84205.45,0.0,"[""Damwon"", ""Suning""]","[""0"", ""0""]"
2026-01-06T19:50:19.593831+00:00,67,Which party will win Pennsylvania in the 2020 presidential election?,which-party-will-win-pennsylvania-in-the-2020-presidential-election,US-current-affairs,,0.0,1421876.34,0.0,"[""Democratic"", ""Republican""]","[""0"", ""0""]"
2026-01-06T19:50:19.593831+00:00,69,Which party will win Texas in the 2020 presidential election?,which-party-will-win-texas-in-the-2020-presidential-election,US-current-affairs,2020-11-20T00:00:00Z,0.0,194336.89,0.0,"[""Democratic"", ""Republican""]","[""0"", ""0""]"
2026-01-06T19:50:19.593831+00:00,70,Which party will win North Carolina in the 2020 presidential election?,which-party-will-win-north-carolina-in-the-2020-presidential-election,US-current-affairs,,0.0,244840.59,0.0,"[""Democratic"", ""Republican""]","[""0"", ""0""]"
2026-01-06T19:50:19.593831+00:00,71,Which party will win Georgia in the 2020 presidential election?,which-party-will-win-georgia-in-the-2020-presidential-election,US-current-affairs,,0.0,1253550.17,0.0,"[""Democratic"", ""Republican""]","[""0"", ""0""]"
2026-01-06T19:50:19.593831+00:00,72,Which party will win Arizona in the 2020 Presidential Election?,which-party-will-win-arizona-in-the-2020-presidential-election,US-current-affairs,,0.0,1506034.75,5.47,"[""Democratic"", ""Republican""]","[""0.9999928071628365951114292824952643"", ""0.000007192837163404888570717504735668924""]"
2026-01-06T19:50:19.593831+00:00,73,Will Donald Trump tweet announcing that he won the election before November 5th 2020?,will-donald-trump-tweet-announcing-that-he-won-the-election-before-november-5th-2020,US-current-affairs,2020-11-05T00:00:00Z,0.0,127490.67,3.3,"[""Yes"", ""No""]","[""0.000001969126198486787442291877571524744"", ""0.9999980308738015132125577081224285""]"
2026-01-06T19:50:19.593831+00:00,74,Will the Associated Press publish a tweet calling the 2020 US presidential election before November 6?,will-the-associated-press-publish-a-tweet-calling-the-2020-us-presidential-election-before-november-6,US-current-affairs,2020-11-06T00:00:00Z,0.0,261432.2,0.0,"[""Yes"", ""No""]","[""0"", ""0""]"
2026-01-06T19:50:19.593831+00:00,75,"Will the Ethereum 2.0 Genesis Event happen successfully on December 1st, 2020?",will-the-ethereum-20-genesis-event-happen-successfully-on-december-1st-2020,Crypto,2020-12-02T00:00:00Z,0.0,560270.42,7.88,"[""Yes"", ""No""]","[""0.9999991353509498666949062749530927"", ""0.0000008646490501333050937250469073407429""]"
2026-01-06T19:50:19.593831+00:00,76,Will $BTC break $20k before 2021?,will-btc-break-20k-before-2021,Crypto,2021-01-01T00:00:00Z,0.0,1467610.68,1170.71,"[""Yes"", ""No""]","[""0.9999998888806886895302218251805338"", ""0.000000111119311310469778174819466201224""]"
2026-01-06T19:50:19.593831+00:00,77,"Will Donald Trump formally concede the 2020 US Election before December 1st, 2020?",will-donald-trump-formally-concede-the-2020-us-election-before-december-1st-2020,US-current-affairs,2020-12-01T00:00:00Z,0.0,454342.99,8688.08,"[""Yes"", ""No""]","[""0.0000001590260745451327528785858607902578"", ""0.9999998409739254548672471214141392""]"
2026-01-06T19:50:19.593831+00:00,78,Will LaMelo Ball be the first pick in the 2020 NBA draft?,will-lamelo-ball-be-the-first-pick-in-the-2020-nba-draft,Sports,2020-11-19T00:00:00Z,0.0,143938.78,0.0,"[""Yes"", ""No""]","[""0"", ""0""]"
2026-01-06T19:50:19.593831+00:00,86,Will Kanye West release a new studio album before 2021?,will-kanye-west-release-a-new-studio-album-before-2021,Pop-Culture ,2021-01-01T00:00:00Z,0.0,54154.42,0.0,"[""Yes"", ""No""]","[""0"", ""0""]"
2026-01-06T19:50:19.593831+00:00,87,Will Donald Trump attend Joe Biden’s inauguration ceremony in person?,will-donald-trump-attend-joe-biden-s-inauguration-ceremony-in-person,US-current-affairs,2021-02-01T00:00:00Z,0.0,192840.87,54.8,"[""Yes"", ""No""]","[""0.000001942077472449333536950040644049163"", ""0.999998057922527550666463049959356""]"
2026-01-06T19:50:19.593831+00:00,92,What will Airbnb's market cap be at close on its 1st day publicly trading?,what-will-airbnb-s-market-cap-be-at-close-on-its-1st-day-publicly-trading,Tech,,0.0,114807.2,0.0,"[""Long"", ""Short""]","[""0"", ""0""]"
2026-01-06T19:50:19.593831+00:00,93,"Will Donald Trump be inaugurated for his second term as President of the USA on Inauguration Day, January 20th, 2021?",will-donald-trump-be-inaugurated-for-his-second-term-as-president-of-the-usa-on-inauguration-day-january-20th-2021,US-current-affairs,2021-02-01T00:00:00Z,0.0,30207577.41,43.47,"[""Yes"", ""No""]","[""0.00000002062666446044317342534367877456536"", ""0.9999999793733355395568265746563212""]"
2026-01-06T19:50:19.593831+00:00,96,"Will Trump win any of Pennsylvania, Arizona or Georgia?",will-trump-win-any-of-pennsylvania-arizona-or-georgia,US-current-affairs,2021-01-23T00:00:00Z,0.0,1376323.08,2.95,"[""Yes"", ""No""]","[""0.00001256598978506225299776995142702761"", ""0.999987434010214937747002230048573""]"
2026-01-06T19:50:19.593831+00:00,97,Will any art piece on Superrare sell for more than $100k before 2021?,will-any-art-piece-on-superrare-sell-for-more-than-100k-before-2021,Crypto,2020-01-01T00:00:00Z,0.0,44204.85,5.6e-05,"[""Yes"", ""No""]","[""0.000009633486254782601225458388917248024"", ""0.9999903665137452173987745416110828""]"
2026-01-06T19:50:19.593831+00:00,98,Will Uniswap v3 launch before 2021?,will-uniswap-v3-launch-before-2021,Crypto,2021-01-01T00:00:00Z,0.0,87371.44,0.0,"[""Yes"", ""No""]","[""0"", ""0""]"
2026-01-06T19:50:19.593831+00:00,99,Will the Seahawks or the Rams win their week 10 NFL matchup?,will-the-seahawks-or-the-rams-win-their-week-10-nfl-matchup,Sports,2020-11-16T00:00:00Z,0.0,140094.58,0.0,"[""Seahawks"", ""Rams""]","[""0"", ""0""]"
2026-01-06T19:50:19.593831+00:00,100,Will indoor dining be prohibited in NYC at any point before 2021?,will-indoor-dining-be-prohibited-in-nyc-at-any-point-before-2021,Coronavirus,2021-01-01T00:00:00Z,0.0,195834.47,3.1e-05,"[""Yes"", ""No""]","[""0.9999989051848532785897986783046709"", ""0.000001094815146721410201321695329058433""]"
2026-01-06T19:50:19.593831+00:00,101,Will Pfizer's COVID-19 vaccine be the first to receive FDA approval or Emergency Use Authorization (EUA)?,will-pfizer-s-covid-19-vaccine-be-the-first-to-receive-fda-approval-or-emergency-use-authorization-eua,Coronavirus,,0.0,151822.62,0.0,"[""Yes"", ""No""]","[""0"", ""0""]"
2026-01-06T19:50:19.593831+00:00,102,"Will Sushiswap have more TVL than Uniswap at any time before November 24th, according to DefiPulse?",will-sushiswap-have-more-tvl-than-uniswap-at-any-time-before-november-24th-according-to-defipulse,Crypto,2020-11-24T00:00:00Z,0.0,139390.06,0.0,"[""Yes"", ""No""]","[""0"", ""0""]"
2026-01-06T19:50:19.593831+00:00,103,Will $BTC break $20k before Thanksgiving?,will-btc-break-20k-before-thanksgiving,Crypto,2020-11-26T00:00:00Z,0.0,457360.18,0.0,"[""Yes"", ""No""]","[""0"", ""0""]"
2026-01-06T19:50:19.593831+00:00,105,Will Liverpool beat Leicester City in their Matchday 9 game?,will-liverpool-win-their-match-against-leicester-this-weekend,Sports,2020-11-23T00:00:00Z,0.0,50163.47,0.0,"[""Yes"", ""No""]","[""0"", ""0""]"
2026-01-06T19:50:19.593831+00:00,107,Will Deiveson Figueiredo win his UFC 255 match?,will-figueiredo-win-his-ufc-255-match,Sports,2020-11-22T00:00:00Z,0.0,69325.23,0.0,"[""Yes"", ""No""]","[""0"", ""0""]"
2026-01-06T19:50:19.593831+00:00,108,What will the average sale price of the Jordan 1 Mocha on StockX be on Christmas Day?,what-will-the-average-sale-price-of-the-jordan-1-mocha-on-stock-x-be-on-christmas-day,Pop-Culture ,2020-12-26T00:00:00Z,0.0,21681.54,0.0,"[""Long"", ""Short""]","[""0"", ""0""]"
2026-01-06T19:50:19.593831+00:00,109,Will Trump Pardon Himself in His First Term?,will-trump-pardon-himself-in-his-first-term,US-current-affairs,2021-02-16T00:00:00Z,0.0,566518.15,99.34,"[""Yes"", ""No""]","[""0.0000001031012476847621823888851054148626"", ""0.9999998968987523152378176111148946""]"
2026-01-06T19:50:19.593831+00:00,110,Which party will win the U.S. Senate runoff in Georgia? (Ossoff - D vs. Perdue - R),which-party-will-win-the-u-s-senate-runoff-in-georgia-ossoff-d-vs-perdue-r,US-current-affairs,,0.0,206128.54,0.0,"[""Dems/Ossoff"", ""Reps/Perdue""]","[""0"", ""0""]"
2026-01-06T19:50:19.593831+00:00,111,Which party will win the U.S. Senate special election in Georgia? (Loeffler - R vs Warnock - D),which-party-will-win-the-u-s-senate-special-election-in-georgia-loeffler-r-vs-warnock-d,US-current-affairs,,0.0,237532.29,45.37,"[""Dems/Warnock"", ""Reps/Loeffler""]","[""0.9999989006962044808924820481886543"", ""0.00000109930379551910751795181134574848""]"
2026-01-06T19:50:19.593831+00:00,114,Will Coinbase reach #1 in the Finance category on the US iOS App Store before 2021?,will-coinbase-reach-1-in-i-os-app-store-finance-category-before-2021,Crypto,2021-01-02T00:00:00Z,0.0,195420.95,0.0,"[""Yes"", ""No""]","[""0"", ""0""]"
